Date,Fundamental Long-Biased Equity,Fundamental Market Neutral Equity,Fundamental Credit,Structured Credit,Diversified Multi-Strategy,Opportunistic MS,Global Macro,Quantitative
2/1/2016,-0.02262363,-0.024943899,-0.010409981,-0.024494286,-0.007566485,-0.004278607,0.002452376,
3/1/2016,0.016158636,-0.01357416,0.019604384,0.004596416,-0.002708892,0.037764295,0.004058093,
4/1/2016,0.010263783,-0.008088128,0.018338724,0.013686403,0.015605925,0.013177679,0.01758006,
5/1/2016,0.018274168,0.019110895,0.012728107,0.006780673,0.009385944,0.013030064,0.010338156,-0.014904195
6/1/2016,-0.027449031,-0.006164107,0.004335837,-0.000123085,-0.003803363,-0.004436573,0.003315257,0.027677957
7/1/2016,0.03319139,0.002197038,0.014480209,0.011883092,0.014998788,0.016862605,-0.007508596,0.007795677
8/1/2016,0.022342817,-0.00114921,0.018086918,0.012795504,0.013570288,0.016295438,0.018744643,-0.010689806
9/1/2016,0.007773996,-0.004044171,0.011698098,0.010254523,0.007656486,-0.006383296,0.001018084,-0.007839492
10/1/2016,-0.017185987,-0.004506278,0.011207385,0.013538431,0.008885742,0.001750344,-0.001370437,-0.004289754
11/1/2016,0.014464136,-0.016063075,0.012619371,0.010120965,0.000492555,0.027855226,0.026770748,-0.036499765
12/1/2016,0.019084501,-0.002873691,0.020037876,0.009304785,0.012998607,0.020110216,0.016521778,0.039305448
1/1/2017,0.030746705,0.005287555,0.016817579,0.0143733,0.01727334,-0.00092551,-0.028083031,-0.020022179
2/1/2017,0.012353155,-0.001834871,0.005693869,0.006366808,0.002996357,0.00951536,0.006729468,0.035744727
3/1/2017,0.01138362,-0.002877387,6.68E-05,0.003973007,0.002709946,0.006077937,0.002435974,0.014210998
4/1/2017,0.007952075,0.003576951,0.002195365,0.007455455,0.002758187,0.007393322,-0.009366608,0.021504788
5/1/2017,0.000443076,0.006029901,0.00561297,0.006716572,0.005531628,0.011781728,-0.006567678,0.033335296
6/1/2017,0.017497831,-0.017565364,0.000911605,0.005384313,0.000857335,0.009658459,-0.007470217,-0.036078887
7/1/2017,0.013998783,0.008453138,0.01030299,0.00678142,0.011988921,0.017083488,-0.0077311,-0.011862845
8/1/2017,0.003399426,0.012231011,-4.45E-05,8.56E-05,0.003928901,-0.010248605,-0.006872586,0.019975793
9/1/2017,0.01714953,0.00200167,0.013133468,0.01111878,0.009816436,0.012846487,0.010222191,-0.02111072
10/1/2017,0.015810232,0.011137962,0.004484682,0.005469875,0.004546592,-0.001862399,0.018921577,0.03226207
11/1/2017,0.00022039,0.012304077,0.008510986,0.007320471,0.002277407,0.012203988,0.016263386,0.004102742
12/1/2017,0.015638444,0.019920861,0.015213154,0.00776301,0.016370984,0.020608613,-0.012478444,-0.005816156
1/1/2018,0.033882881,0.001695076,0.010872275,0.012874029,0.01279576,0.011998195,0.049766882,0.003716994
2/1/2018,-0.014395143,0.002456013,-0.003889946,0.005729114,0.003880848,-0.00998585,0.005813764,-0.0212937
3/1/2018,-0.008174305,0.008877449,-0.002795657,0.000109096,-0.00256388,-0.006981518,-0.002368499,0.035893482
4/1/2018,0.007966178,0.011036899,0.005769251,0.008359454,-0.001334069,-0.011098935,0.014246666,-0.000662622
5/1/2018,0.040427432,0.013858913,0.006189674,0.004967451,0.004001301,0.011253215,0.018569053,0.004048864
6/1/2018,-0.011141492,-0.00167519,0.006346968,0.007408545,0.002180104,-0.014119442,0.002543433,0.0053173
7/1/2018,0.003230204,0.002630775,0.00910506,0.001315778,0.004872622,0.009670886,0.013608351,0.000600601
8/1/2018,0.013164427,0.005512062,0.001520816,0.005081879,-0.003805694,-0.010781065,-0.007354185,0.029975735
9/1/2018,-0.005409508,0.008794333,0.004384838,0.007492142,0.005510419,0.001125212,0.015204437,-0.000387982
10/1/2018,-0.070099961,-0.019731941,-0.006917474,0.006218699,-0.01268128,-0.019181942,0.004255076,-0.018110707
11/1/2018,-0.000552135,-0.023308263,-0.00854495,-0.005270094,-0.017009355,-0.01113538,-0.003374935,-0.000199913
12/1/2018,-0.042975885,0.005409073,-0.019075145,-0.005659716,-0.006122432,-0.013712541,-0.055953683,-0.001191319
1/1/2019,0.059796377,0.01596069,0.018399779,0.004642316,0.025904046,0.015366604,0.031586149,0.011838843
2/1/2019,0.022406559,0.005199509,0.008645659,0.009074944,-0.000206333,0.006230251,0.00489317,-0.0073988
3/1/2019,0.00701151,0.012663907,0.011809607,0.002046897,0.00540235,0.009372425,-0.003931315,0.011849731
